year	state	office	dist	type	nextup	party	party_formal	name_snyder	inc	candidatevotes	totalvotes	won	runoff
2008.0	"OR"	"P"		"G"	2012.0	"Lbt"	"Lbt"		0.0	7635.0	1814251.0		
2008.0	"OR"	"P"		"G"	2012.0	"Other"	"Peace Party"	"NADER, RALPH"	0.0	18614.0	1814251.0		
2008.0	"OR"	"P"		"G"	2012.0	"Other"	"Constitution Party"	"BALDWIN, CHARLES (CHUCK)"	0.0	7693.0	1814251.0		
2008.0	"OR"	"P"		"G"	2012.0	"Other"	"Grn"	"MCKINNEY, CYNTHIA"	0.0	4543.0	1814251.0		
2008.0	"OR"	"P"		"G"	2012.0	"R"	"R"	"MCCAIN, JOHN S."	0.0	738475.0	1814251.0		
2008.0	"OR"	"H"	1.0	"G"	2010.0	"D"	"D"	"WU, DAVID (DAVE)"	1.0	237567.0	328138.0	1.0	
2008.0	"OR"	"H"	2.0	"G"	2010.0	"D"	"D"	"LEMAS, NOAH"	0.0	87649.0	339694.0	0.0	
2008.0	"OR"	"H"	3.0	"G"	2010.0	"D"	"D"	"BLUMENAUER, EARL"	1.0	254235.0	340361.0	1.0	
2008.0	"OR"	"H"	4.0	"G"	2010.0	"D"	"D"	"DEFAZIO, PETER A."	1.0	275143.0	331438.0	1.0	
2008.0	"OR"	"H"	5.0	"G"	2010.0	"D"	"D"	"SCHRADER, KURT"	0.0	181577.0	333348.0	1.0	
2008.0	"OR"	"H"	1.0	"G"	2010.0	"I"	"I"	"HAUGEN, JOEL"	0.0	58279.0	328138.0	0.0	
2008.0	"OR"	"H"	1.0	"G"	2010.0	"Lbt"	"Lbt"	"TABOR, H. JOE"	0.0	10992.0	328138.0	0.0	
2008.0	"OR"	"H"	5.0	"G"	2010.0	"Lbt"	"Lbt"	"MILLIGAN, STEVE"	0.0	4814.0	333348.0	0.0	
2008.0	"OR"	"H"	1.0	"G"	2010.0	"Other"	"Pacific Green"	"HENRY, CHRIS"	0.0	7128.0	328138.0	0.0	
2008.0	"OR"	"H"	1.0	"G"	2010.0	"Other"	"Const"	"SEMRAU, SCOTT"	0.0	14172.0	328138.0	0.0	
2008.0	"OR"	"H"	2.0	"G"	2010.0	"Other"	"Const"	"HAKE, RICHARD D. (RICK)"	0.0	5817.0	339694.0	0.0	
2008.0	"OR"	"H"	2.0	"G"	2010.0	"Other"	"Pacific Green"	"MOCK, TRISTIN"	0.0	9668.0	339694.0	0.0	
2008.0	"OR"	"H"	3.0	"G"	2010.0	"Other"	"Pacific Green"	"MEO, MICHAEL"	0.0	15063.0	340361.0	0.0	
2008.0	"OR"	"H"	4.0	"G"	2010.0	"Other"	"Pacific Green"	"BEILSTEIN, MIKE A."	0.0	13162.0	331438.0	0.0	
2008.0	"OR"	"H"	4.0	"G"	2010.0	"Other"	"Const"	"GERMOND, JAYNEE"	0.0	43133.0	331438.0	0.0	
2008.0	"OR"	"H"	5.0	"G"	2010.0	"Other"	"I"	"BATES, SEAN"	0.0	6830.0	333348.0	0.0	
2008.0	"OR"	"H"	5.0	"G"	2010.0	"Other"	"Const"	"PATTERSON, DOUGLAS R."	0.0	6558.0	333348.0	0.0	
2008.0	"OR"	"H"	5.0	"G"	2010.0	"Other"	"Pacific Green"	"POLIKOFF, ALEX"	0.0	5272.0	333348.0	0.0	
2008.0	"OR"	"H"	2.0	"G"	2010.0	"R"	"R"	"WALDEN, GREGORY PAUL (GREG)"	1.0	236560.0	339694.0	1.0	
2008.0	"OR"	"H"	3.0	"G"	2010.0	"R"	"R"	"LOPEZ, DELIA (DEE)"	0.0	71063.0	340361.0	0.0	
2008.0	"OR"	"H"	5.0	"G"	2010.0	"R"	"R"	"ERICKSON, MIKE"	0.0	128297.0	333348.0	0.0	
2008.0	"PA"	"P"		"G"	2012.0	"D"	"D"	"OBAMA, BARACK"	0.0	3276363.0	5995137.0		
2008.0	"PA"	"P"		"G"	2012.0	"Lbt"	"Lbt"	"BARR, BOB"	0.0	19912.0	5995137.0		
2008.0	"PA"	"P"		"G"	2012.0	"Other"	"Independent"	"NADER, RALPH"	0.0	42977.0	5995137.0		
2008.0	"PA"	"P"		"G"	2012.0	"R"	"R"	"MCCAIN, JOHN S."	0.0	2655885.0	5995137.0		
2008.0	"PA"	"H"	1.0	"G"	2010.0	"D"	"D"	"BRADY, ROBERT A. (BOB)"	1.0	242799.0	267513.0	1.0	
2008.0	"PA"	"H"	2.0	"G"	2010.0	"D"	"D"	"FATTAH, CHAKA"	1.0	276870.0	311336.0	1.0	
2008.0	"PA"	"H"	3.0	"G"	2010.0	"D"	"D"	"DAHLKEMPER, KATHLEEN A. (KATHY)"	0.0	146846.0	286603.0	1.0	
2008.0	"PA"	"H"	4.0	"G"	2010.0	"D"	"D"	"ALTMIRE, JASON"	1.0	186536.0	333947.0	1.0	
2008.0	"PA"	"H"	5.0	"G"	2010.0	"D"	"D"	"MCCRACKEN, MARK B."	0.0	112509.0	274177.0	0.0	
2008.0	"PA"	"H"	6.0	"G"	2010.0	"D"	"D"	"ROGGIO, ROBERT (BOB)"	0.0	164952.0	344375.0	0.0	
2008.0	"PA"	"H"	7.0	"G"	2010.0	"D"	"D"	"SESTAK, JOSEPH A. (JOE), JR."	1.0	209955.0	352317.0	1.0	
2008.0	"PA"	"H"	8.0	"G"	2010.0	"D"	"D"	"MURPHY, PATRICK J."	1.0	197869.0	348515.0	1.0	
2008.0	"PA"	"H"	9.0	"G"	2010.0	"D"	"D"	"BARR, ANTHONY J. (TONY)"	0.0	98735.0	273686.0	0.0	
2008.0	"PA"	"H"	10.0	"G"	2010.0	"D"	"D"	"CARNEY, CHRISTOPHER P."	1.0	160837.0	285518.0	1.0	
2008.0	"PA"	"H"	11.0	"G"	2010.0	"D"	"D"	"KANJORSKI, PAUL E."	1.0	146379.0	283530.0	1.0	
2008.0	"PA"	"H"	12.0	"G"	2010.0	"D"	"D"	"MURTHA, JOHN P. (JACK), JR."	1.0	155268.0	268388.0	1.0	
2008.0	"PA"	"H"	13.0	"G"	2010.0	"D"	"D"	"SCHWARTZ, ALLYSON Y."	1.0	196868.0	313513.0	1.0	
2008.0	"PA"	"H"	14.0	"G"	2010.0	"D"	"D"	"DOYLE, MICHAEL F. (MIKE), JR."	1.0	242326.0	265540.0	1.0	
2008.0	"PA"	"H"	15.0	"G"	2010.0	"D"	"D"	"BENNETT, SAM"	0.0	128333.0	309766.0	0.0	
2008.0	"PA"	"H"	16.0	"G"	2010.0	"D"	"D"	"SLATER, BRUCE A."	0.0	120193.0	305167.0	0.0	
2008.0	"PA"	"H"	17.0	"G"	2010.0	"D"	"D"	"HOLDEN, THOMAS TIMOTHY (TIM)"	1.0	192699.0	302608.0	1.0	
2008.0	"PA"	"H"	18.0	"G"	2010.0	"D"	"D"	"O'DONNELL, STEPHEN PAUL (STEVE)"	0.0	119661.0	333010.0	0.0	
2008.0	"PA"	"H"	19.0	"G"	2010.0	"D"	"D"	"AVILLO, PHILIP J., JR."	0.0	109533.0	328395.0	0.0	
2008.0	"PA"	"H"	14.0	"G"	2010.0	"Grn"	"Grn"	"NORTH, CHRISTOPHER (TITUS)"	0.0	23214.0	265540.0	0.0	
2008.0	"PA"	"H"	8.0	"G"	2010.0	"I"	"I"	"LINGENFELTER, TOM"	0.0	5543.0	348515.0	0.0	
2008.0	"PA"	"H"	16.0	"G"	2010.0	"I"	"I"	"MURPHY, JOHN ANDREW"	0.0	11768.0	305167.0	0.0	
2008.0	"PA"	"H"	5.0	"G"	2010.0	"Lbt"	"Lbt"	"FRYMAN, JAMES"	0.0	6155.0	274177.0	0.0	
2008.0	"PA"	"H"	13.0	"G"	2010.0	"Other"	"Const"	"MCDERMOTT, JOHN P."	0.0	8374.0	313513.0	0.0	
2008.0	"PA"	"H"	16.0	"G"	2010.0	"Other"	"Const"	"FRANK, DANIEL"	0.0	2877.0	305167.0	0.0	
2008.0	"PA"	"H"	1.0	"G"	2010.0	"R"	"R"	"MUHAMMAD, MIKE"	0.0	24714.0	267513.0	0.0	
2008.0	"PA"	"H"	2.0	"G"	2010.0	"R"	"R"	"LANG, ADAM A."	0.0	34466.0	311336.0	0.0	
2008.0	"PA"	"H"	3.0	"G"	2010.0	"R"	"R"	"ENGLISH, PHILIP S. (PHIL)"	1.0	139757.0	286603.0	0.0	
2008.0	"PA"	"H"	4.0	"G"	2010.0	"R"	"R"	"HART, MELISSA A."	0.0	147411.0	333947.0	0.0	
2008.0	"PA"	"H"	5.0	"G"	2010.0	"R"	"R"	"THOMPSON, GLENN W., JR."	0.0	155513.0	274177.0	1.0	
2008.0	"PA"	"H"	6.0	"G"	2010.0	"R"	"R"	"GERLACH, JAMES W. (JIM)"	1.0	179423.0	344375.0	1.0	
2008.0	"PA"	"H"	7.0	"G"	2010.0	"R"	"R"	"WILLIAMS, W. CRAIG"	0.0	142362.0	352317.0	0.0	
2008.0	"PA"	"H"	8.0	"G"	2010.0	"R"	"R"	"MANION, TOM"	0.0	145103.0	348515.0	0.0	
2008.0	"PA"	"H"	9.0	"G"	2010.0	"R"	"R"	"SHUSTER, WILLIAM F. (BILL)"	1.0	174951.0	273686.0	1.0	
2008.0	"PA"	"H"	10.0	"G"	2010.0	"R"	"R"	"HACKETT, CHRIS"	0.0	124681.0	285518.0	0.0	
2008.0	"PA"	"H"	11.0	"G"	2010.0	"R"	"R"	"BARLETTA, LOUIS J. (LOU)"	0.0	137151.0	283530.0	0.0	
2008.0	"PA"	"H"	12.0	"G"	2010.0	"R"	"R"	"RUSSELL, WILLIAM (BILL)"	0.0	113120.0	268388.0	0.0	
2008.0	"PA"	"H"	13.0	"G"	2010.0	"R"	"R"	"KATS, MARINA"	0.0	108271.0	313513.0	0.0	
2008.0	"PA"	"H"	15.0	"G"	2010.0	"R"	"R"	"DENT, CHARLES WIEDER (CHARLIE)"	1.0	181433.0	309766.0	1.0	
2008.0	"PA"	"H"	16.0	"G"	2010.0	"R"	"R"	"PITTS, JOSEPH R. (JOE)"	1.0	170329.0	305167.0	1.0	
2008.0	"PA"	"H"	17.0	"G"	2010.0	"R"	"R"	"GILHOOLEY, TONI"	0.0	109909.0	302608.0	0.0	
2008.0	"PA"	"H"	18.0	"G"	2010.0	"R"	"R"	"MURPHY, TIMOTHY F. (TIM)"	1.0	213349.0	333010.0	1.0	
2008.0	"PA"	"H"	19.0	"G"	2010.0	"R"	"R"	"PLATTS, TODD RUSSELL"	1.0	218862.0	328395.0	1.0	
2008.0	"RI"	"S"	2.0	"G"	2014.0	"D"	"D"	"REED, JOHN F. (JACK)"	1.0	320644.0	436818.0	1.0	
2008.0	"RI"	"S"	2.0	"G"	2014.0	"R"	"R"	"TINGLE, ROBERT G. (BOB)"	0.0	116174.0	436818.0	0.0	
2008.0	"RI"	"P"		"G"	2012.0	"D"	"D"	"OBAMA, BARACK"	0.0	296571.0	469767.0		
2008.0	"RI"	"P"		"G"	2012.0	"Lbt"	"Lbt"	"BARR, BOB"	0.0	1382.0	469767.0		
2008.0	"RI"	"P"		"G"	2012.0	"Other"	"Independent"	"NADER, RALPH"	0.0	4829.0	469767.0		
2008.0	"RI"	"P"		"G"	2012.0	"Other"	"Grn"	"MCKINNEY, CYNTHIA"	0.0	797.0	469767.0		
2008.0	"RI"	"P"		"G"	2012.0	"Other"	"Constitution Party"	"BALDWIN, CHARLES (CHUCK)"	0.0	675.0	469767.0		
2008.0	"RI"	"P"		"G"	2012.0	"Other"	"Socialism And Liberation Party"	"LA RIVA, GLORIA ESTELLA"	0.0	122.0	469767.0		
2008.0	"RI"	"P"		"G"	2012.0	"R"	"R"	"MCCAIN, JOHN S."	0.0	165391.0	469767.0		
2008.0	"RI"	"H"	1.0	"G"	2010.0	"D"	"D"	"KENNEDY, PATRICK J."	1.0	145254.0	211702.0	1.0	
2008.0	"RI"	"H"	2.0	"G"	2010.0	"D"	"D"	"LANGEVIN, JAMES R. (JIM)"	1.0	158416.0	225849.0	1.0	
2008.0	"RI"	"H"	1.0	"G"	2010.0	"I"	"I"	"CAPALBO, KENNETH A. (KEN)"	0.0	15108.0	211702.0	0.0	
2008.0	"RI"	"H"	1.0	"G"	2010.0	"R"	"R"	"SCOTT, JONATHAN P."	0.0	51340.0	211702.0	0.0	
2008.0	"RI"	"H"	2.0	"G"	2010.0	"R"	"R"	"ZACCARIA, MARK S."	0.0	67433.0	225849.0	0.0	
2008.0	"SC"	"S"	2.0	"G"	2014.0	"D"	"D"	"CONLEY, ROBERT M. (BOB)"	0.0	790621.0	1867155.0	0.0	
2008.0	"SC"	"S"	2.0	"G"	2014.0	"R"	"R"	"GRAHAM, LINDSEY O."	1.0	1076534.0	1867155.0	1.0	
2008.0	"SC"	"P"		"G"	2012.0	"D"	"D"	"OBAMA, BARACK"	0.0	862449.0	1920969.0		
2008.0	"SC"	"P"		"G"	2012.0	"Lbt"	"Lbt"	"BARR, BOB"	0.0	7283.0	1920969.0		
2008.0	"SC"	"P"		"G"	2012.0	"Other"	"Constitution Party"	"BALDWIN, CHARLES (CHUCK)"	0.0	6827.0	1920969.0		
2008.0	"SC"	"P"		"G"	2012.0	"Other"	"Independent"	"NADER, RALPH"	0.0	5053.0	1920969.0		
2008.0	"SC"	"P"		"G"	2012.0	"Other"	"Grn"	"MCKINNEY, CYNTHIA"	0.0	4461.0	1920969.0		
2008.0	"SC"	"P"		"G"	2012.0	"R"	"R"	"MCCAIN, JOHN S."	0.0	1034896.0	1920969.0		
2008.0	"SC"	"H"	1.0	"G"	2010.0	"D"	"D"	"KETNER, LINDA"	0.0	163724.0	341264.0	0.0	
2008.0	"SC"	"H"	2.0	"G"	2010.0	"D"	"D"	"MILLER, ROBERT (BOB)"	0.0	158627.0	343210.0	0.0	
2008.0	"SC"	"H"	3.0	"G"	2010.0	"D"	"D"	"DYER, JANE BALLARD"	0.0	101724.0	288523.0	0.0	
2008.0	"SC"	"H"	4.0	"G"	2010.0	"D"	"D"	"CORDEN, PAUL H."	0.0	113291.0	305063.0	0.0	
2008.0	"SC"	"H"	5.0	"G"	2010.0	"D"	"D"	"SPRATT, JOHN M., JR."	1.0	188785.0	306160.0	1.0	
2008.0	"SC"	"H"	6.0	"G"	2010.0	"D"	"D"	"CLYBURN, JAMES E. (JIM)"	1.0	193378.0	286437.0	1.0	
2008.0	"SC"	"H"	4.0	"G"	2010.0	"Grn"	"Grn"	"WALTERS, C. FAYE"	0.0	7332.0	305063.0	0.0	
2008.0	"SC"	"H"	5.0	"G"	2010.0	"Other"	"Const"	"WAGGONER, KENNETH (FRANK)"	0.0	4093.0	306160.0	0.0	
2008.0	"SC"	"H"	1.0	"G"	2010.0	"R"	"R"	"BROWN, HENRY E., JR."	1.0	177540.0	341264.0	1.0	
2008.0	"SC"	"H"	2.0	"G"	2010.0	"R"	"R"	"WILSON, ADDISON GRAVES (JOE)"	1.0	184583.0	343210.0	1.0	
2008.0	"SC"	"H"	3.0	"G"	2010.0	"R"	"R"	"BARRETT, JAMES J. (GRESHAM)"	1.0	186799.0	288523.0	1.0	
2008.0	"SC"	"H"	4.0	"G"	2010.0	"R"	"R"	"INGLIS, ROBERT D. (BOB)"	1.0	184440.0	305063.0	1.0	
2008.0	"SC"	"H"	5.0	"G"	2010.0	"R"	"R"	"SPENCER, ALBERT F."	0.0	113282.0	306160.0	0.0	
2008.0	"SC"	"H"	6.0	"G"	2010.0	"R"	"R"	"HARRELSON, NANCY"	0.0	93059.0	286437.0	0.0	
2008.0	"SD"	"S"	2.0	"G"	2014.0	"D"	"D"	"JOHNSON, TIM P."	1.0	237889.0	380673.0	1.0	
2008.0	"SD"	"S"	2.0	"G"	2014.0	"R"	"R"	"DYKSTRA, JOEL D."	0.0	142784.0	380673.0	0.0	
2008.0	"SD"	"P"		"G"	2012.0	"D"	"D"	"OBAMA, BARACK"	0.0	170924.0	381975.0		
2008.0	"SD"	"P"		"G"	2012.0	"Lbt"	"Lbt"	"BARR, BOB"	0.0	1835.0	381975.0		
2008.0	"SD"	"P"		"G"	2012.0	"Other"	"Independent"	"NADER, RALPH"	0.0	4267.0	381975.0		
2008.0	"SD"	"P"		"G"	2012.0	"Other"	"Constitution Party"	"BALDWIN, CHARLES (CHUCK)"	0.0	1895.0	381975.0		
2008.0	"SD"	"P"		"G"	2012.0	"R"	"R"	"MCCAIN, JOHN S."	0.0	203054.0	381975.0		
2008.0	"SD"	"H"	1.0	"G"	2010.0	"D"	"D"	"SANDLIN, STEPHANIE HERSETH"	1.0	256041.0	379007.0	1.0	
2008.0	"SD"	"H"	1.0	"G"	2010.0	"R"	"R"	"LIEN, CHRIS"	0.0	122966.0	379007.0	0.0	
2008.0	"TN"	"S"	2.0	"G"	2014.0	"D"	"D"	"TUKE, ROBERT D."	0.0	767236.0	2424585.0	0.0	
2008.0	"TN"	"S"	2.0	"G"	2014.0	"I"	"I"	"BUCK, EDWARD L."	0.0	31631.0	2424585.0	0.0	
2008.0	"TN"	"S"	2.0	"G"	2014.0	"I"	"I"	"FENNER, CHRISTOPHER G."	0.0	11073.0	2424585.0	0.0	
2008.0	"TN"	"S"	2.0	"G"	2014.0	"I"	"I"	"GATCHELL, DAVID"	0.0	7645.0	2424585.0	0.0	
2008.0	"TN"	"S"	2.0	"G"	2014.0	"I"	"I"	"LAWHORN, ED"	0.0	8986.0	2424585.0	0.0	
2008.0	"TN"	"S"	2.0	"G"	2014.0	"I"	"I"	"LEWIS, DANIEL TOWERS"	0.0	9367.0	2424585.0	0.0	
2008.0	"TN"	"S"	2.0	"G"	2014.0	"I"	"I"	"LUGO, CHRISTOPHER JOSEPH (CHRIS)"	0.0	9170.0	2424585.0	0.0	
2008.0	"TN"	"S"	2.0	"G"	2014.0	"R"	"R"	"ALEXANDER, LAMAR"	1.0	1579477.0	2424585.0	1.0	
2008.0	"TN"	"P"		"G"	2012.0	"D"	"D"	"OBAMA, BARACK"	0.0	1087437.0	2599749.0		
2008.0	"TN"	"P"		"G"	2012.0	"Other"	"Independent"		0.0	33134.0	2599749.0		
2008.0	"TN"	"P"		"G"	2012.0	"R"	"R"	"MCCAIN, JOHN S."	0.0	1479178.0	2599749.0		
2008.0	"TN"	"H"	1.0	"G"	2010.0	"D"	"D"	"RUSSELL, ROB"	0.0	57525.0	230393.0	0.0	
2008.0	"TN"	"H"	2.0	"G"	2010.0	"D"	"D"	"SCOTT, ROBERT R. (BOB)"	0.0	63639.0	290759.0	0.0	
2008.0	"TN"	"H"	3.0	"G"	2010.0	"D"	"D"	"VANDAGRIFF, DOUG"	0.0	73059.0	266621.0	0.0	
2008.0	"TN"	"H"	4.0	"G"	2010.0	"D"	"D"	"DAVIS, LINCOLN"	1.0	146776.0	249805.0	1.0	
2008.0	"TN"	"H"	5.0	"G"	2010.0	"D"	"D"	"COOPER, JAMES H. (JIM)"	1.0	181467.0	275598.0	1.0	
2008.0	"TN"	"H"	6.0	"G"	2010.0	"D"	"D"	"GORDON, BART J."	1.0	194264.0	261028.0	1.0	
2008.0	"TN"	"H"	7.0	"G"	2010.0	"D"	"D"	"MORRIS, RANDY G."	0.0	99549.0	316881.0	0.0	
2008.0	"TN"	"H"	8.0	"G"	2010.0	"D"	"D"	"TANNER, JOHN S."	1.0	180465.0	180465.0	1.0	
2008.0	"TN"	"H"	9.0	"G"	2010.0	"D"	"D"	"COHEN, STEPHEN IRA (STEVE)"	1.0	198798.0	226282.0	1.0	
2008.0	"TN"	"H"	1.0	"G"	2010.0	"I"	"I"	"OWENS, THOMAS (T.K.)"	0.0	1981.0	230393.0	0.0	
2008.0	"TN"	"H"	1.0	"G"	2010.0	"I"	"I"	"REEVES, JAMES W."	0.0	2544.0	230393.0	0.0	
2008.0	"TN"	"H"	3.0	"G"	2010.0	"I"	"I"	"CHOATE, EDUARDO BRYAN (ED)"	0.0	3750.0	266621.0	0.0	
2008.0	"TN"	"H"	3.0	"G"	2010.0	"I"	"I"	"HOWARD-HILL, JEAN (LADY J)"	0.0	4848.0	266621.0	0.0	
2008.0	"TN"	"H"	4.0	"G"	2010.0	"I"	"I"	"GRAY, JAMES ANTHONY"	0.0	4869.0	249805.0	0.0	
2008.0	"TN"	"H"	4.0	"G"	2010.0	"I"	"I"	"RAGSDALE, KEVIN"	0.0	3713.0	249805.0	0.0	
2008.0	"TN"	"H"	5.0	"G"	2010.0	"I"	"I"	"JACKSON, JON"	0.0	5464.0	275598.0	0.0	
2008.0	"TN"	"H"	5.0	"G"	2010.0	"I"	"I"	"MIGLIETTA, JOHN PETER"	0.0	3196.0	275598.0	0.0	
2008.0	"TN"	"H"	6.0	"G"	2010.0	"I"	"I"	"BAKER, CHRIS"	0.0	66764.0	261028.0	0.0	
2008.0	"TN"	"H"	9.0	"G"	2010.0	"I"	"I"	"CLARK, DEWEY"	0.0	10047.0	226282.0	0.0	
2008.0	"TN"	"H"	9.0	"G"	2010.0	"I"	"I"	"FORD, JAKE"	0.0	11003.0	226282.0	0.0	
2008.0	"TN"	"H"	9.0	"G"	2010.0	"I"	"I"	"WRIGHT, MARY (TAYLOR SHELBY)"	0.0	6434.0	226282.0	0.0	
2008.0	"TN"	"H"	1.0	"G"	2010.0	"R"	"R"	"ROE, DAVID PHILIP (PHIL)"	0.0	168343.0	230393.0	1.0	
2008.0	"TN"	"H"	2.0	"G"	2010.0	"R"	"R"	"DUNCAN, JOHN J. (JIMMY), JR."	1.0	227120.0	290759.0	1.0	
2008.0	"TN"	"H"	3.0	"G"	2010.0	"R"	"R"	"WAMP, ZACH"	1.0	184964.0	266621.0	1.0	
2008.0	"TN"	"H"	4.0	"G"	2010.0	"R"	"R"	"LANKFORD, MONTY J."	0.0	94447.0	249805.0	0.0	
2008.0	"TN"	"H"	5.0	"G"	2010.0	"R"	"R"	"DONOVAN, JOHN GERARD"	0.0	85471.0	275598.0	0.0	
2008.0	"TN"	"H"	7.0	"G"	2010.0	"R"	"R"	"BLACKBURN, MARSHA W."	1.0	217332.0	316881.0	1.0	
2008.0	"TX"	"S"	2.0	"G"	2014.0	"D"	"D"	"NORIEGA, RICHARD J. (RICK)"	0.0	3389365.0	7912075.0	0.0	
2008.0	"TX"	"S"	2.0	"G"	2014.0	"Lbt"	"Lbt"	"SCHICK, YVONNE ADAMS"	0.0	185241.0	7912075.0	0.0	
2008.0	"TX"	"S"	2.0	"G"	2014.0	"R"	"R"	"CORNYN, JOHN, III"	1.0	4337469.0	7912075.0	1.0	
2008.0	"TX"	"P"		"G"	2012.0	"D"	"D"	"OBAMA, BARACK"	0.0	3528633.0	8069828.0		
2008.0	"TX"	"P"		"G"	2012.0	"Lbt"	"Lbt"	"BARR, BOB"	0.0	56116.0	8069828.0		
2008.0	"TX"	"P"		"G"	2012.0	"Other"	"Independent"	"NADER, RALPH"	0.0	5751.0	8069828.0		
2008.0	"TX"	"P"		"G"	2012.0	"R"	"R"	"MCCAIN, JOHN S."	0.0	4479328.0	8069828.0		
2008.0	"TX"	"H"	3.0	"G"	2010.0	"D"	"D"	"DALEY, THOMAS JAMES (TOM)"	0.0	108693.0	285783.0	0.0	
2008.0	"TX"	"H"	4.0	"G"	2010.0	"D"	"D"	"MELANCON, GLENN"	0.0	88067.0	300744.0	0.0	
2008.0	"TX"	"H"	6.0	"G"	2010.0	"D"	"D"	"OTTO, LUDWIG"	0.0	99919.0	280582.0	0.0	
2008.0	"TX"	"H"	7.0	"G"	2010.0	"D"	"D"	"SKELLY, MICHAEL"	0.0	123242.0	290934.0	0.0	
2008.0	"TX"	"H"	8.0	"G"	2010.0	"D"	"D"	"HARGETT, KENT"	0.0	70758.0	285451.0	0.0	
2008.0	"TX"	"H"	9.0	"G"	2010.0	"D"	"D"	"GREEN, ALEXANDER (AL)"	1.0	143868.0	153628.0	1.0	
2008.0	"TX"	"H"	10.0	"G"	2010.0	"D"	"D"	"DOHERTY, LARRY JOE"	0.0	143719.0	333083.0	0.0	
2008.0	"TX"	"H"	12.0	"G"	2010.0	"D"	"D"	"SMITH, TRACEY"	0.0	82250.0	268754.0	0.0	
2008.0	"TX"	"H"	13.0	"G"	2010.0	"D"	"D"	"WAUN, ROGER JAMES"	0.0	51841.0	231919.0	0.0	
2008.0	"TX"	"H"	15.0	"G"	2010.0	"D"	"D"	"HINOJOSA, RUBEN E."	1.0	107578.0	163708.0	1.0	
2008.0	"TX"	"H"	16.0	"G"	2010.0	"D"	"D"	"REYES, SILVESTRE"	1.0	130375.0	158723.0	1.0	
2008.0	"TX"	"H"	17.0	"G"	2010.0	"D"	"D"	"EDWARDS, THOMAS C. (CHET)"	1.0	134592.0	254022.0	1.0	
2008.0	"TX"	"H"	18.0	"G"	2010.0	"D"	"D"	"JACKSON LEE, SHEILA"	1.0	148617.0	192198.0	1.0	
2008.0	"TX"	"H"	19.0	"G"	2010.0	"D"	"D"	"FULLINGIM, DWIGHT B."	0.0	58030.0	232611.0	0.0	
2008.0	"TX"	"H"	20.0	"G"	2010.0	"D"	"D"	"GONZALEZ, CHARLES A. (CHARLIE)"	1.0	127298.0	177055.0	1.0	
2008.0	"TX"	"H"	22.0	"G"	2010.0	"D"	"D"	"LAMPSON, NICHOLAS V. (NICK)"	1.0	140160.0	308995.0	0.0	
2008.0	"TX"	"H"	23.0	"G"	2010.0	"D"	"D"	"RODRIGUEZ, CIRO D."	1.0	134090.0	240470.0	1.0	
2008.0	"TX"	"H"	24.0	"G"	2010.0	"D"	"D"	"LOVE, THOMAS PERRY (TOM)"	0.0	111089.0	270495.0	0.0	
2008.0	"TX"	"H"	25.0	"G"	2010.0	"D"	"D"	"DOGGETT, LLOYD A., II"	1.0	191755.0	291296.0	1.0	
2008.0	"TX"	"H"	26.0	"G"	2010.0	"D"	"D"	"LEACH, FRANCIS KENNETH (KEN)"	0.0	118167.0	324376.0	0.0	
2008.0	"TX"	"H"	27.0	"G"	2010.0	"D"	"D"	"ORTIZ, SOLOMON P."	1.0	104864.0	180951.0	1.0	
2008.0	"TX"	"H"	28.0	"G"	2010.0	"D"	"D"	"CUELLAR, HENRY"	1.0	123494.0	179740.0	1.0	
2008.0	"TX"	"H"	29.0	"G"	2010.0	"D"	"D"	"GREEN, RAYMOND EUGENE (GENE)"	1.0	79718.0	106794.0	1.0	
2008.0	"TX"	"H"	30.0	"G"	2010.0	"D"	"D"	"JOHNSON, EDDIE BERNICE"	1.0	168249.0	203976.0	1.0	
2008.0	"TX"	"H"	31.0	"G"	2010.0	"D"	"D"	"RUIZ, BRIAN P."	0.0	106559.0	291304.0	0.0	
2008.0	"TX"	"H"	32.0	"G"	2010.0	"D"	"D"	"ROBERSON, ERIC N."	0.0	82406.0	203110.0	0.0	
2008.0	"TX"	"H"	1.0	"G"	2010.0	"I"	"I"	"OWEN, ROGER L."	0.0	26814.0	215826.0	0.0	
2008.0	"TX"	"H"	16.0	"G"	2010.0	"I"	"I"	"MENDOZA, BENJAMIN ELOY (BEN)"	0.0	16348.0	158723.0	0.0	
2008.0	"TX"	"H"	2.0	"G"	2010.0	"Lbt"	"Lbt"	"WOLFE, CRAIG"	0.0	21813.0	196914.0	0.0	
2008.0	"TX"	"H"	3.0	"G"	2010.0	"Lbt"	"Lbt"	"CLAYTOR, CHRISTOPHER J. (CHRIS)"	0.0	6348.0	285783.0	0.0	
2008.0	"TX"	"H"	4.0	"G"	2010.0	"Lbt"	"Lbt"	"ANNETT, FRED"	0.0	5771.0	300744.0	0.0	
2008.0	"TX"	"H"	5.0	"G"	2010.0	"Lbt"	"Lbt"	"ASHBY, KENNETH (KEN)"	0.0	31967.0	194861.0	0.0	
2008.0	"TX"	"H"	6.0	"G"	2010.0	"Lbt"	"Lbt"	"KOCH, MAX W., III"	0.0	6655.0	280582.0	0.0	
2008.0	"TX"	"H"	7.0	"G"	2010.0	"Lbt"	"Lbt"	"PARKS, DREW P."	0.0	5057.0	290934.0	0.0	
